,timestamp,feature,value,node
0,0,0,0.22985591638099245,0
1,1,0,0.49038558091367734,0
2,2,0,0.38634261679801746,0
3,3,0,0.2819226167575729,0
4,4,0,0.3709938657784567,0
5,5,0,0.29505480294405334,0
6,6,0,0.19604435936161263,0
7,7,0,0.21098622389265406,0
8,8,0,0.3653044909184483,0
9,9,0,0.23550768759356328,0
10,10,0,0.24321274776569107,0
11,11,0,0.4210625613156563,0
12,12,0,0.4121196462572554,0
13,13,0,0.35240398205419005,0
14,14,0,0.5768839315570218,0
15,15,0,0.21388109127322602,0
16,16,0,0.3890313769907805,0
17,17,0,0.3796488249276105,0
18,18,0,0.24186082565726935,0
19,19,0,0.3113744168373049,0
20,20,0,0.39316259419834065,0
21,21,0,0.44578537546003844,0
22,22,0,0.18049222628548534,0
23,23,0,0.13666967682202386,0
24,24,0,0.2640737142836935,0
25,25,0,0.3663090911464419,0
26,26,0,0.28131581892012175,0
27,27,0,0.2000058359111931,0
28,28,0,0.38883758927299955,0
29,29,0,0.23155235502693022,0
30,30,0,0.26443179263169775,0
31,31,0,0.40641478337617437,0
32,32,0,0.11042339494395309,0
33,33,0,0.4035973809357663,0
34,34,0,0.49514558104640416,0
35,35,0,0.19157598899631112,0
36,36,0,0.13156111928115846,0
37,37,0,0.27165742426356326,0
38,38,0,0.12413454812779778,0
39,39,0,0.5408486567666058,0
40,40,0,0.5897160067335706,0
41,41,0,0.3581749344850926,0
42,42,0,0.3771451763785533,0
43,43,0,0.3023573130720416,0
44,44,0,0.48708162504011493,0
45,45,0,0.4829298309815613,0
46,46,0,0.618643034930398,0
47,47,0,0.42699630439786085,0
48,48,0,0.2195762871809219,0
49,49,0,0.3299684581740974,0
50,50,0,0.282600875526963,0
51,51,0,0.4865778894576568,0
52,52,0,0.29081018645383294,0
53,53,0,0.5526861781298826,0
54,54,0,0.3610962368671597,0
55,55,0,0.2667002273476009,0
56,56,0,0.4036986440495553,0
57,57,0,0.4651249092531832,0
58,58,0,0.5515846504259224,0
59,59,0,0.43075564263245136,0
60,60,0,0.3922745948509492,0
61,61,0,0.3706776776450912,0
62,62,0,0.45246763172085475,0
63,63,0,0.37350846137125676,0
64,64,0,0.28126862397535213,0
65,65,0,0.45470613932989246,0
66,66,0,0.29219884721311606,0
67,67,0,0.27436710301241274,0
68,68,0,0.5201548349534698,0
69,69,0,0.5231815423474063,0
70,70,0,0.43608934637299845,0
71,71,0,0.47810079211133977,0
72,72,0,0.6177001668744004,0
73,73,0,0.38515624257527364,0
74,74,0,0.6371133980087029,0
75,75,0,0.399312306145143,0
76,76,0,0.5102227824607977,0
77,77,0,0.4536792802135297,0
78,78,0,0.6148243890675542,0
79,79,0,0.5954693983245332,0
80,80,0,0.6182182866764712,0
81,81,0,0.39602947712458836,0
82,82,0,0.40516165646228225,0
83,83,0,0.47901042995690357,0
84,84,0,0.4701140009842615,0
85,85,0,0.4941091801981786,0
86,86,0,0.466361648736616,0
87,87,0,0.43698338922093793,0
88,88,0,0.3082966495374092,0
89,89,0,0.32602042462899006,0
90,90,0,0.6175485317120133,0
91,91,0,0.4831184166192258,0
92,92,0,0.543393893241743,0
93,93,0,0.5266648050143033,0
94,94,0,0.49215803606204706,0
95,95,0,0.44418936608033305,0
96,96,0,0.3024804789105075,0
97,97,0,0.32364953049121076,0
98,98,0,0.3189589338415868,0
99,99,0,0.48569096105600856,0
100,0,1,0.6570184240036488,0
101,1,1,0.5670956027351849,0
102,2,1,0.7502862304856058,0
103,3,1,0.6219611547510868,0
104,4,1,0.7191873582427445,0
105,5,1,0.6479213223136837,0
106,6,1,0.5130766102201163,0
107,7,1,0.7050253135340528,0
108,8,1,0.50522125070657,0
109,9,1,0.6530961071270983,0
110,10,1,0.7763661394030641,0
111,11,1,0.5846054598838047,0
112,12,1,0.6479523900027672,0
113,13,1,0.5504596979104543,0
114,14,1,0.6955265809219999,0
115,15,1,0.6259402638844918,0
116,16,1,0.5524795210564376,0
117,17,1,0.6292973200454524,0
118,18,1,0.827959358146609,0
119,19,1,0.6973864672651103,0
120,20,1,0.5147162654723575,0
121,21,1,0.6467820870769198,0
122,22,1,0.585496000706786,0
123,23,1,0.6334005604224737,0
124,24,1,0.7050536243333505,0
125,25,1,0.3854276195246657,0
126,26,1,0.5936381144527365,0
127,27,1,0.5329597272133393,0
128,28,1,0.4478817355273883,0
129,29,1,0.6767219091616705,0
130,30,1,0.416075959281073,0
131,31,1,0.5439390070908844,0
132,32,1,0.6278486650691273,0
133,33,1,0.6251413741260069,0
134,34,1,0.4545715885160819,0
135,35,1,0.40394148813315733,0
136,36,1,0.6012463154460712,0
137,37,1,0.3815479500697728,0
138,38,1,0.5860167542150767,0
139,39,1,0.5698042115689699,0
140,40,1,0.5423291053189192,0
141,41,1,0.43309313391088855,0
142,42,1,0.4560675249156352,0
143,43,1,0.45130966389342114,0
144,44,1,0.38073284902845317,0
145,45,1,0.5296212320262261,0
146,46,1,0.43834945692687816,0
147,47,1,0.4547055789281837,0
148,48,1,0.47864874893714865,0
149,49,1,0.5534584727092846,0
150,50,1,0.5409833818641455,0
151,51,1,0.5451811031582687,0
152,52,1,0.40829049622841745,0
153,53,1,0.5123217924246338,0
154,54,1,0.3886894362489497,0
155,55,1,0.4008571152438524,0
156,56,1,0.36554484709548213,0
157,57,1,0.5162671519206469,0
158,58,1,0.3911837871433408,0
159,59,1,0.5946648208777107,0
160,60,1,0.5167021116095231,0
161,61,1,0.27559319094010815,0
162,62,1,0.6170679442172758,0
163,63,1,0.4110578018441997,0
164,64,1,0.4736837061795233,0
165,65,1,0.6206969225412485,0
166,66,1,0.38059970267021925,0
167,67,1,0.48604154345776535,0
168,68,1,0.544082912147752,0
169,69,1,0.5438907851231862,0
170,70,1,0.2914669756878673,0
171,71,1,0.335935264999224,0
172,72,1,0.2687017334305961,0
173,73,1,0.39484710053689787,0
174,74,1,0.3647943235491723,0
175,75,1,0.5349541082758342,0
176,76,1,0.5879582915074468,0
177,77,1,0.27061669674566124,0
178,78,1,0.3867602686456264,0
179,79,1,0.3461802090972175,0
180,80,1,0.36719926717903095,0
181,81,1,0.4785828685574735,0
182,82,1,0.2815065624946447,0
183,83,1,0.2566840679901164,0
184,84,1,0.35090003399212694,0
185,85,1,0.5130532613136785,0
186,86,1,0.4474408695766949,0
187,87,1,0.2438004392265438,0
188,88,1,0.33245531293832814,0
189,89,1,0.3865507393907781,0
190,90,1,0.35292836281654755,0
191,91,1,0.37928921139111776,0
192,92,1,0.18261710657448782,0
193,93,1,0.17539259196321222,0
194,94,1,0.3743309724764205,0
195,95,1,0.36491972957979935,0
196,96,1,0.37084823575843445,0
197,97,1,0.475899605360384,0
198,98,1,0.36489301190264245,0
199,99,1,0.1820792009119516,0
200,0,2,0.8374017315442037,0
201,1,2,1.0344656260815515,0
202,2,2,0.8794224321744178,0
203,3,2,1.0748840398072976,0
204,4,2,0.8745341271814026,0
205,5,2,0.8395386714306146,0
206,6,2,1.073590032171179,0
207,7,2,0.962293507691237,0
208,8,2,0.7317920787612111,0
209,9,2,0.6535924867768947,0
210,10,2,1.0356491648012525,0
211,11,2,0.869043793025706,0
212,12,2,0.9013449548558008,0
213,13,2,0.7016281076282264,0
214,14,2,0.8952475390666106,0
215,15,2,1.0306390943473356,0
216,16,2,0.8255291245994888,0
217,17,2,0.9877065264429228,0
218,18,2,0.8836900081875901,0
219,19,2,0.8233462530189437,0
220,20,2,1.1341410591904202,0
221,21,2,1.1066031097193478,0
222,22,2,0.9561346571240305,0
223,23,2,0.9946030405654144,0
224,24,2,0.8853786628624151,0
225,25,2,0.9678101011175234,0
226,26,2,1.0438764307221573,0
227,27,2,0.7137533750303388,0
228,28,2,1.1867658229514093,0
229,29,2,0.8621542574345781,0
230,30,2,0.9345945072663948,0
231,31,2,0.8280650366872059,0
232,32,2,0.8723804680204801,0
233,33,2,0.9046246269634355,0
234,34,2,0.8601118238496579,0
235,35,2,1.024342168942629,0
236,36,2,1.159206147884511,0
237,37,2,1.023603730472073,0
238,38,2,0.9776279946014136,0
239,39,2,0.800180836531566,0
240,40,2,1.012239469958221,0
241,41,2,0.8639501927636121,0
242,42,2,0.8793990056706273,0
243,43,2,0.8318917874836786,0
244,44,2,0.936261133705718,0
245,45,2,1.1055193785639978,0
246,46,2,1.016592620993694,0
247,47,2,0.8679830078997306,0
248,48,2,0.915929312328838,0
249,49,2,0.8567663192124143,0
250,50,2,0.8203245642270196,0
251,51,2,0.9712054451115226,0
252,52,2,0.8592876328798735,0
253,53,2,0.7180331914551051,0
254,54,2,0.9867165174846754,0
255,55,2,0.9897779636550199,0
256,56,2,0.941411861250809,0
257,57,2,0.8579536151574432,0
258,58,2,1.0282189302616138,0
259,59,2,0.8206446368686164,0
260,60,2,1.0206269995123343,0
261,61,2,0.898807195663802,0
262,62,2,0.9623016256844673,0
263,63,2,0.8733247248648549,0
264,64,2,0.8431794343400458,0
265,65,2,0.8553833754832408,0
266,66,2,1.054320702683019,0
267,67,2,0.7581065754883268,0
268,68,2,0.7338049003879835,0
269,69,2,1.1023114562860021,0
270,70,2,1.0632369546783687,0
271,71,2,1.1161104809908937,0
272,72,2,0.948845154757377,0
273,73,2,0.8499780769862839,0
274,74,2,0.8397740800288438,0
275,75,2,1.100839747286453,0
276,76,2,0.9122967509413101,0
277,77,2,1.0309513367228342,0
278,78,2,0.9945981086181988,0
279,79,2,0.8687848478180766,0
280,80,2,0.9275801208418676,0
281,81,2,0.8808254312371879,0
282,82,2,1.00907125925517,0
283,83,2,0.8608356004701732,0
284,84,2,0.8785381250036133,0
285,85,2,1.067062437552479,0
286,86,2,1.1388826850270806,0
287,87,2,0.8805031856150666,0
288,88,2,1.0620530002120265,0
289,89,2,1.0492612530318013,0
290,90,2,0.7548153118722665,0
291,91,2,0.8489651950207231,0
292,92,2,0.9697606413155139,0
293,93,2,1.038764308165105,0
294,94,2,0.9050183602302522,0
295,95,2,0.9489827574337056,0
296,96,2,0.8412059828228557,0
297,97,2,0.8085423157259077,0
298,98,2,1.0101357762811476,0
299,99,2,0.8627676277201732,0
300,0,3,0.24193651179570852,0
301,1,3,0.2718063847318834,0
302,2,3,0.3072628944165236,0
303,3,3,0.17371756292084964,0
304,4,3,0.1843140404080073,0
305,5,3,0.16278865613675106,0
306,6,3,0.06690477724052718,0
307,7,3,0.17660287771479927,0
308,8,3,0.24269291430301462,0
309,9,3,0.29458070452095453,0
310,10,3,0.22162513587908997,0
311,11,3,0.27401893754872786,0
312,12,3,0.2539340034751294,0
313,13,3,0.15315051656064385,0
314,14,3,0.24588248308080973,0
315,15,3,0.36690389416122715,0
